,x,y,psi,curvature
176,-744.5949758659608,-583.6852577758533,-0.5488210596183126,-0.01904876053023129
177,-744.5096478051754,-583.7375468994151,-0.5507420744348516,-0.019371486181563462
178,-744.4244141773904,-583.7900055375997,-0.5526953466465084,-0.019693905569961857
179,-744.33927656967,-583.8426365417014,-0.5546808447584555,-0.02001600122705504
180,-744.254236569079,-583.8954427630154,-0.5566985354996105,-0.020337755095015002
181,-744.1692957626815,-583.948427052836,-0.5587483837633644,-0.02065914852008297
182,-744.0844557375425,-584.0015922624578,-0.560830352547677,-0.020980162246377894
183,-743.9997180807261,-584.0549412431757,-0.5629444028945662,-0.021300776410001308
184,-743.9150843792968,-584.108476846284,-0.5650904938290258,-0.0216209705334522
185,-743.8305562203192,-584.1622019230774,-0.5672685822973985,-0.021940723520366044
186,-743.7461351908577,-584.2161193248509,-0.569478623105241,-0.022260013650592516
187,-743.661822877977,-584.2702319028986,-0.5717205688547135,-0.022578818575626023
188,-743.5776208687412,-584.3245425085152,-0.5739943698815315,-0.022897115314404436
189,-743.4935307502153,-584.3790539929955,-0.5762999741915157,-0.02321488024949064
190,-743.4095541094634,-584.4337692076341,-0.5786373273967796,-0.02353208912365235
191,-743.3256925335501,-584.4886910037256,-0.5810063726515978,-0.02384871703685559
192,-743.2419476095399,-584.5438222325646,-0.5834070505879914,-0.024164738443687217
193,-743.1583209244973,-584.5991657454457,-0.5858392992510801,-0.02448012715122254
194,-743.0748140654867,-584.6547243936637,-0.5883030540342451,-0.024794856317353522
195,-742.9914286195727,-584.710501028513,-0.5907982476141446,-0.0251088984495936
196,-742.90816617382,-584.7664985012882,-0.5933248098856388,-0.02542222540437514
197,-742.8250283152925,-584.8227196632841,-0.5958826678966663,-0.02573480838685538
198,-742.7420166310552,-584.8791673657952,-0.5984717457831293,-0.02604661795124686
199,-742.6591327199177,-584.9358443928412,-0.601089185587807,-0.026251833285075753
200,-742.5763784215683,-584.9927521487435,-0.603719860470435,-0.0263618102336267
201,-742.4937558013554,-585.0498907452874,-0.6063615768195895,-0.026472662732460794
202,-742.4112669333256,-585.1072602444384,-0.6090144222246276,-0.02658439146078811
203,-742.3289138915258,-585.1648607081625,-0.6116784843405711,-0.026696997052227646
204,-742.2466987500022,-585.2226921984251,-0.6143538508834099,-0.02681048009206648
205,-742.1646235828017,-585.2807547771922,-0.61704060962513,-0.026924841114476145
206,-742.0826904639707,-585.3390485064292,-0.6197388483884616,-0.027040080599685747
207,-742.000901467556,-585.397573448102,-0.6224486550413408,-0.02715619897111086
208,-741.919258667604,-585.4563296641763,-0.6251701174910835,-0.02727319659243764
209,-741.8377641381612,-585.5153172166179,-0.6279033236782645,-0.02739107376466152
210,-741.7564199532745,-585.5745361673922,-0.6306483615702986,-0.02750983072307966
211,-741.6752281869904,-585.6339865784652,-0.6334053191547183,-0.027629467634236824
212,-741.5941909133553,-585.6936685118025,-0.6361742844321437,-0.0277499845928237
213,-741.513310206416,-585.7535820293699,-0.6389553454089405,-0.027871381618527438
214,-741.4325881402189,-585.813727193133,-0.6417485900895596,-0.02799365865283357
215,-741.3520267888107,-585.8741040650574,-0.6445541064685559,-0.028116815555778968
216,-741.2716282262381,-585.934712707109,-0.6473719825222777,-0.02824085210265522
217,-741.1913945265475,-585.9955531812534,-0.6502023062002263,-0.02836576798066201
218,-741.1113277637857,-586.0566255494564,-0.653045165416077,-0.02849156278551005
219,-741.031430011999,-586.1179298736837,-0.6559006480383582,-0.028618236017973087
220,-740.9517033452341,-586.179466215901,-0.6587688418807833,-0.02874578708038873
221,-740.8721498375378,-586.2412346380739,-0.66164983469223,-0.028874215273107653
222,-740.7927715629565,-586.3032352021681,-0.6645437141463618,-0.029003519790890886
223,-740.7135705955369,-586.3654679701496,-0.6674505678308864,-0.029133699719254995
224,-740.6345490093254,-586.4279330039838,-0.6703704832364473,-0.029264754030764863
225,-740.5557088783687,-586.4906303656367,-0.6733035477451398,-0.029396681581273867
226,-740.4770522767135,-586.5535601170734,-0.6762498486186512,-0.02952948110611145
227,-740.3985812784064,-586.6167223202604,-0.6792094729860138,-0.029663151216217834
228,-740.3202979574936,-586.6801170371629,-0.6821825078309718,-0.02979769039422599
229,-740.2422043880222,-586.7437443297466,-0.6851690399789523,-0.029933096990490755
230,-740.1643026440385,-586.8076042599776,-0.6881691560836362,-0.03006936921906528
231,-740.0865947995891,-586.8716968898211,-0.6911829426131254,-0.03020650515362482
232,-740.0090829287207,-586.9360222812434,-0.6942104858356982,-0.03034450272333817
233,-739.9317691054799,-587.0005804962095,-0.6972518718051508,-0.030483359708686927
234,-739.8546554039132,-587.0653715966857,-0.7003071863457169,-0.030623073737232904
235,-739.7777438980671,-587.1303956446375,-0.703376515036562,-0.030763642279334053
236,-739.7010366619885,-587.1956527020305,-0.7064599431958472,-0.030905062643809437
237,-739.6245357697237,-587.2611428308306,-0.7095575558643554,-0.03104733197355363
238,-739.5482432953196,-587.3268660930033,-0.7126694377886789,-0.031190447241101277
239,-739.4721613128223,-587.3928225505146,-0.7157956734039581,-0.03133440524414245
240,-739.3962918962787,-587.4590122653298,-0.7189363468161719,-0.031479202600989444
241,-739.3206371197356,-587.525435299415,-0.7220915417839708,-0.03162483574599607
242,-739.2451990572392,-587.5920917147357,-0.7252613417000503,-0.03177130092493009
243,-739.1699797828364,-587.6589815732577,-0.7284458295720581,-0.03191859419030021
244,-739.0949813705736,-587.7261049369465,-0.7316450880030345,-0.03206671139663819
245,-739.0202058944975,-587.7934618677681,-0.7348591991713749,-0.03221564819573783
246,-738.9456554286544,-587.8610524276882,-0.7380882448103183,-0.03236540003185175
247,-738.8713320470913,-587.9288766786722,-0.7413323061869496,-0.03251596213684758
248,-738.7972378238546,-587.996934682686,-0.7445914640807174,-0.03266732952532487
249,-738.7233748329909,-588.0652265016953,-0.7478657987614632,-0.032819496989694594
250,-738.6497451485469,-588.1337521976658,-0.7511553899669531,-0.03297245909522279
251,-738.5763508445689,-588.2025118325632,-0.7544603168799143,-0.0331262101750402
252,-738.5031939951037,-588.2715054683533,-0.7577806581045723,-0.03328074432511991
253,-738.4302766741979,-588.3407331670018,-0.7611164916426806,-0.03343605539922508
254,-738.3576009558982,-588.4101949904742,-0.7644678948690478,-0.03359213700382903
255,-738.2851689142509,-588.4798910007364,-0.7678349445065517,-0.03374898249300973
256,-738.2129826233028,-588.549821259754,-0.7712177166006458,-0.03390658496332163
257,-738.1410441571004,-588.6199858294929,-0.7746162864933475,-0.03406493724864696
258,-738.0693555896903,-588.6903847719185,-0.7780307287967138,-0.034224031915029596
259,-737.9979189951193,-588.7610181489968,-0.7814611173657986,-0.03438386125549416
260,-737.9267364474338,-588.8318860226933,-0.7849075252710906,-0.03454441728485338
261,-737.8558100206801,-588.9029884549739,-0.788370024770433,-0.034705691734507035
262,-737.7851417889053,-588.974325507804,-0.7918486872804211,-0.03486767604723563
263,-737.7147338261559,-589.0458972431496,-0.7953435833472801,-0.03503036137199241
264,-737.6445882064781,-589.1177037229766,-0.7988547826172225,-0.035193738558697146
265,-737.5747070039191,-589.1897450092501,-0.8023823538062843,-0.03535779815303566
266,-737.5050922925249,-589.2620211639362,-0.8059263646696424,-0.03552253039126903
267,-737.4357461463424,-589.3345322490006,-0.809486881970412,-0.035687925195056334
268,-737.3666706394183,-589.4072783264089,-0.8130639714479296,-0.03585397216629553
269,-737.2978678457988,-589.4802594581269,-0.8166576977855194,-0.03602066058198671
270,-737.229339839531,-589.5534757061201,-0.8202681245777474,-0.03618797938912231
271,-737.161088694661,-589.6269271323546,-0.8238953142971669,-0.03635591719960923
