time_stamp,data_value
1686646102.488879,32.000000
1686646102.508989,32.000000
1686646102.528684,32.000000
1686646102.548145,32.000000
1686646102.558150,32.000000
1686646102.568336,32.000000
1686646102.588669,32.000000
1686646102.608649,32.000000
1686646102.628732,32.000000
1686646102.649057,32.000000
1686646102.669155,32.000000
1686646102.688881,32.000000
1686646102.709051,32.000000
1686646102.728748,32.000000
1686646102.749060,32.000000
1686646102.758166,32.000000
1686646102.770458,31.000000
1686646102.789248,31.000000
1686646102.808678,31.000000
1686646102.809828,31.000000
1686646102.828706,31.000000
1686646102.849168,31.000000
1686646102.850302,31.000000
1686646102.868734,31.000000
1686646102.888831,31.000000
1686646102.909267,31.000000
1686646102.929135,31.000000
1686646102.949022,31.000000
1686646102.958489,31.000000
1686646102.968739,31.000000
1686646102.988727,31.000000
1686646103.009030,31.000000
1686646103.028684,31.000000
1686646103.048702,31.000000
1686646103.068855,31.000000
1686646103.088835,31.000000
1686646103.109139,31.000000
1686646103.128169,31.000000
1686646103.148173,31.000000
1686646103.158431,31.000000
1686646103.168580,31.000000
1686646103.189215,31.000000
1686646103.209262,31.000000
1686646103.228213,31.000000
1686646103.248273,31.000000
1686646103.268226,31.000000
1686646103.288911,31.000000
1686646103.308297,31.000000
1686646103.328343,31.000000
1686646103.349276,31.000000
1686646103.358394,31.000000
1686646103.368511,31.000000
1686646103.388718,31.000000
1686646103.408710,31.000000
1686646103.428739,31.000000
1686646103.448724,31.000000
1686646103.468285,31.000000
1686646103.489003,31.000000
1686646103.508733,31.000000
1686646103.528754,31.000000
1686646103.548732,31.000000
1686646103.558317,31.000000
1686646103.568473,31.000000
1686646103.588785,31.000000
1686646103.608753,31.000000
1686646103.628669,31.000000
1686646103.647802,31.000000
1686646103.668360,31.000000
1686646103.688863,31.000000
1686646103.708741,31.000000
1686646103.708749,31.000000
1686646103.727730,31.000000
1686646103.747732,31.000000
1686646103.748122,31.000000
1686646103.758216,31.000000
1686646103.768399,31.000000
1686646103.789392,31.000000
1686646103.807719,31.000000
1686646103.827764,31.000000
1686646103.847751,31.000000
1686646103.867386,31.000000
1686646103.888881,31.000000
1686646103.907419,31.000000
1686646103.927732,31.000000
1686646103.947736,31.000000
1686646103.958125,31.000000
1686646103.967398,31.000000
1686646103.988734,31.000000
1686646104.007736,31.000000
1686646104.027735,31.000000
1686646104.047446,31.000000
1686646104.067429,31.000000
1686646104.088963,31.000000
1686646104.107766,31.000000
1686646104.127019,31.000000
1686646104.147785,31.000000
1686646104.158053,31.000000
1686646104.167479,31.000000
1686646104.188493,31.000000
1686646104.207009,31.000000
1686646104.227095,31.000000
1686646104.247753,31.000000
1686646104.267638,31.000000
1686646104.288865,31.000000
1686646104.289960,30.000000
1686646104.307842,30.000000
1686646104.327638,30.000000
1686646104.328836,30.000000
1686646104.348843,30.000000
1686646104.368639,30.000000
1686646104.369751,30.000000
1686646104.388834,30.000000
1686646104.406744,30.000000
1686646104.426775,30.000000
1686646104.447788,30.000000
1686646104.467703,30.000000
1686646104.487226,30.000000
1686646104.506950,30.000000
1686646104.526746,30.000000
1686646104.547017,30.000000
1686646104.557171,30.000000
1686646104.567927,30.000000
1686646104.587820,30.000000
1686646104.607119,30.000000
1686646104.627228,30.000000
1686646104.647213,30.000000
1686646104.667423,30.000000
1686646104.687466,30.000000
1686646104.706640,30.000000
1686646104.706638,30.000000
1686646104.727622,30.000000
1686646104.746894,30.000000
1686646104.757031,30.000000
1686646104.766944,30.000000
1686646104.787113,30.000000
1686646104.807191,30.000000
1686646104.827300,30.000000
1686646104.847421,30.000000
1686646104.848564,29.000000
1686646104.867487,29.000000
1686646104.886906,29.000000
1686646104.888030,29.000000
1686646104.907123,29.000000
1686646104.926882,29.000000
1686646104.928012,29.000000
1686646104.946973,29.000000
1686646104.957693,29.000000
1686646104.967124,29.000000
1686646104.987146,29.000000
1686646105.007110,29.000000
1686646105.027141,29.000000
1686646105.047168,29.000000
1686646105.067177,29.000000
1686646105.087175,29.000000
1686646105.107165,29.000000
1686646105.127193,29.000000
1686646105.147160,29.000000
1686646105.157581,29.000000
1686646105.167203,29.000000
1686646105.168336,28.000000
1686646105.187229,28.000000
1686646105.207186,28.000000
1686646105.208319,28.000000
1686646105.227211,28.000000
1686646105.247294,28.000000
1686646105.248426,28.000000
1686646105.267272,28.000000
1686646105.287246,28.000000
1686646105.307238,28.000000
1686646105.327216,28.000000
1686646105.347268,28.000000
1686646105.357531,28.000000
1686646105.367253,28.000000
1686646105.387263,28.000000
1686646105.407274,28.000000
