time_stamp,car_pose_front_axle_x_meters,car_pose_front_axle_y_meters,car_pose_yaw_degrees
1747817750.160131,439.298,-25.380,-10.833
1747817750.160131,439.298,-25.380,-10.833
1747817750.184302,439.298,-25.380,-10.833
1747817750.184302,439.298,-25.380,-10.833
1747817750.206031,439.298,-25.380,-10.833
1747817750.206031,439.298,-25.380,-10.833
1747817750.220546,439.298,-25.380,-10.835
1747817750.230411,439.298,-25.380,-10.835
1747817750.240877,439.298,-25.380,-10.837
1747817750.250883,439.298,-25.380,-10.837
1747817750.260425,439.298,-25.380,-10.839
1747817750.275983,439.298,-25.380,-10.839
1747817750.280894,439.298,-25.380,-10.840
1747817750.280894,439.298,-25.380,-10.840
1747817750.301227,439.298,-25.380,-10.840
1747817750.301227,439.298,-25.380,-10.840
1747817750.322075,439.298,-25.380,-10.842
1747817750.322075,439.298,-25.380,-10.842
1747817750.342541,439.298,-25.380,-10.844
1747817750.342541,439.298,-25.380,-10.844
1747817750.362284,439.298,-25.380,-10.845
1747817750.362284,439.298,-25.380,-10.845
1747817750.383297,439.298,-25.380,-10.847
1747817750.383297,439.298,-25.380,-10.847
1747817750.407361,439.298,-25.380,-10.849
1747817750.407361,439.298,-25.380,-10.849
1747817750.427875,439.298,-25.380,-10.851
1747817750.427875,439.298,-25.380,-10.851
1747817750.447294,439.298,-25.380,-10.853
1747817750.447294,439.298,-25.380,-10.853
1747817750.461060,439.298,-25.380,-10.854
1747817750.468966,439.298,-25.380,-10.854
1747817750.480309,439.298,-25.380,-10.855
1747817750.488570,439.298,-25.380,-10.855
1747817750.508604,439.298,-25.380,-10.856
1747817750.508604,439.298,-25.380,-10.856
1747817750.528199,439.298,-25.380,-10.857
1747817750.528199,439.298,-25.380,-10.857
1747817750.541172,439.298,-25.380,-10.859
1747817750.549273,439.298,-25.380,-10.859
1747817750.560258,439.298,-25.380,-10.861
1747817750.571449,439.298,-25.380,-10.861
1747817750.580357,439.298,-25.380,-10.862
1747817750.591295,439.298,-25.380,-10.862
1747817750.600532,439.298,-25.380,-10.864
1747817750.617513,439.298,-25.380,-10.864
1747817750.620802,439.298,-25.380,-10.864
1747817750.637809,439.298,-25.380,-10.864
1747817750.641260,439.298,-25.380,-10.866
1747817750.657875,439.298,-25.380,-10.866
1747817750.661255,439.298,-25.380,-10.868
1747817750.661255,439.298,-25.380,-10.868
1747817750.680967,439.298,-25.380,-10.868
1747817750.680967,439.298,-25.380,-10.868
1747817750.700760,439.298,-25.380,-10.871
1747817750.700760,439.298,-25.380,-10.871
1747817750.725296,439.298,-25.380,-10.872
1747817750.725296,439.298,-25.380,-10.872
1747817750.748745,439.298,-25.380,-10.874
1747817750.748745,439.298,-25.380,-10.874
1747817750.760720,439.298,-25.380,-10.876
1747817750.772262,439.298,-25.380,-10.876
1747817750.781023,439.298,-25.380,-10.878
1747817750.800350,439.298,-25.380,-10.879
1747817750.800350,439.298,-25.380,-10.879
1747817750.817847,439.298,-25.380,-10.879
1747817750.820567,439.298,-25.380,-10.880
1747817750.836540,439.298,-25.380,-10.880
1747817750.841235,439.298,-25.380,-10.881
1747817750.860245,439.298,-25.380,-10.883
1747817750.860245,439.298,-25.380,-10.883
1747817750.880497,439.298,-25.380,-10.885
1747817750.880497,439.298,-25.380,-10.885
1747817750.900416,439.298,-25.380,-10.885
1747817750.900416,439.298,-25.380,-10.885
1747817750.920635,439.298,-25.380,-10.885
1747817750.920635,439.298,-25.380,-10.885
1747817750.940823,439.298,-25.380,-10.887
1747817750.940823,439.298,-25.380,-10.887
1747817750.961351,439.298,-25.380,-10.888
1747817750.963216,439.298,-25.380,-10.888
1747817750.980690,439.298,-25.380,-10.888
1747817750.988649,439.298,-25.380,-10.888
1747817751.000222,439.298,-25.380,-10.890
1747817751.007659,439.298,-25.380,-10.890
1747817751.020397,439.298,-25.380,-10.891
1747817751.029254,439.298,-25.380,-10.891
1747817751.040745,439.298,-25.380,-10.892
1747817751.051771,439.298,-25.380,-10.892
1747817751.060857,439.298,-25.380,-10.893
1747817751.071011,439.298,-25.380,-10.893
1747817751.081019,439.298,-25.380,-10.894
1747817751.081019,439.298,-25.380,-10.894
1747817751.101186,439.298,-25.380,-10.895
1747817751.101186,439.298,-25.380,-10.895
1747817751.120235,439.298,-25.380,-10.897
1747817751.120235,439.298,-25.380,-10.897
1747817751.140676,439.298,-25.380,-10.900
1747817751.140676,439.298,-25.380,-10.900
1747817751.161048,439.298,-25.380,-10.900
1747817751.161048,439.298,-25.380,-10.900
1747817751.181268,439.298,-25.380,-10.904
1747817751.181268,439.298,-25.380,-10.904
1747817751.200234,439.298,-25.380,-10.905
1747817751.200234,439.298,-25.380,-10.905
1747817751.221138,439.298,-25.380,-10.907
1747817751.221138,439.298,-25.380,-10.907
1747817751.243186,439.298,-25.380,-10.909
1747817751.243186,439.298,-25.380,-10.909
1747817751.262167,439.298,-25.380,-10.912
1747817751.262167,439.298,-25.380,-10.912
1747817751.281487,439.298,-25.380,-10.912
1747817751.281487,439.298,-25.380,-10.912
1747817751.303491,439.298,-25.380,-10.915
1747817751.303491,439.298,-25.380,-10.915
1747817751.323506,439.298,-25.380,-10.916
1747817751.323506,439.298,-25.380,-10.916
1747817751.343534,439.298,-25.380,-10.917
1747817751.343534,439.298,-25.380,-10.917
1747817751.363772,439.298,-25.380,-10.919
1747817751.363772,439.298,-25.380,-10.919
1747817751.380369,439.298,-25.380,-10.919
1747817751.385473,439.298,-25.380,-10.919
1747817751.400756,439.298,-25.380,-10.921
1747817751.410901,439.298,-25.380,-10.921
1747817751.421227,439.298,-25.380,-10.922
1747817751.421227,439.298,-25.380,-10.922
1747817751.440399,439.298,-25.380,-10.923
1747817751.440399,439.298,-25.380,-10.923
1747817751.460755,439.298,-25.380,-10.925
1747817751.460755,439.298,-25.380,-10.925
1747817751.480920,439.298,-25.380,-10.926
1747817751.480920,439.298,-25.380,-10.926
1747817751.500187,439.298,-25.380,-10.928
1747817751.500187,439.298,-25.380,-10.928
1747817751.520199,439.298,-25.380,-10.930
1747817751.520199,439.298,-25.380,-10.930
1747817751.540684,439.298,-25.380,-10.932
1747817751.540684,439.298,-25.380,-10.932
1747817751.560885,439.298,-25.380,-10.933
1747817751.560885,439.298,-25.380,-10.933
1747817751.580204,439.298,-25.380,-10.934
1747817751.580204,439.298,-25.380,-10.934
1747817751.600313,439.298,-25.380,-10.935
1747817751.600313,439.298,-25.380,-10.935
1747817751.621702,439.298,-25.380,-10.936
1747817751.621702,439.298,-25.380,-10.936
1747817751.645381,439.298,-25.380,-10.938
1747817751.645381,439.298,-25.380,-10.938
1747817751.660182,439.298,-25.380,-10.939
1747817751.666599,439.298,-25.380,-10.939
1747817751.686553,439.298,-25.380,-10.941
1747817751.686553,439.298,-25.380,-10.941
1747817751.701093,439.298,-25.380,-10.943
1747817751.707092,439.298,-25.380,-10.943
1747817751.726320,439.298,-25.380,-10.944
1747817751.726320,439.298,-25.380,-10.944
1747817751.746288,439.298,-25.380,-10.946
1747817751.746288,439.298,-25.380,-10.946
1747817751.760879,439.298,-25.380,-10.947
1747817751.767286,439.298,-25.380,-10.947
1747817751.787045,439.298,-25.380,-10.948
1747817751.787045,439.298,-25.380,-10.948
1747817751.806635,439.298,-25.380,-10.950
1747817751.806635,439.298,-25.380,-10.950
1747817751.820917,439.298,-25.380,-10.951
1747817751.829092,439.298,-25.380,-10.951
1747817751.840150,439.298,-25.380,-10.952
1747817751.851020,439.298,-25.380,-10.952
1747817751.860310,439.298,-25.380,-10.955
1747817751.871960,439.298,-25.380,-10.955
1747817751.880546,439.298,-25.380,-10.956
1747817751.891898,439.298,-25.380,-10.956
1747817751.901222,439.298,-25.380,-10.956
1747817751.912421,439.298,-25.380,-10.956
1747817751.920260,439.298,-25.380,-10.958
1747817751.932342,439.298,-25.380,-10.958
1747817751.940653,439.298,-25.380,-10.958
1747817751.955719,439.298,-25.380,-10.958
1747817751.960846,439.298,-25.380,-10.960
1747817751.976860,439.298,-25.380,-10.960
1747817751.981223,439.298,-25.380,-10.962
1747817751.998193,439.298,-25.380,-10.962
1747817752.000529,439.298,-25.380,-10.963
1747817752.000529,439.298,-25.380,-10.963
1747817752.021912,439.298,-25.380,-10.964
1747817752.021912,439.298,-25.380,-10.964
1747817752.042882,439.298,-25.380,-10.966
1747817752.042882,439.298,-25.380,-10.966
1747817752.064086,439.298,-25.380,-10.968
1747817752.064086,439.298,-25.380,-10.968
1747817752.085594,439.298,-25.380,-10.969
1747817752.085594,439.298,-25.380,-10.969
1747817752.105707,439.298,-25.380,-10.971
1747817752.105707,439.298,-25.380,-10.971
1747817752.126742,439.298,-25.380,-10.972
1747817752.126742,439.298,-25.380,-10.972
1747817752.149228,439.298,-25.380,-10.974
1747817752.149228,439.298,-25.380,-10.974
1747817752.169231,439.298,-25.380,-10.975
1747817752.169231,439.298,-25.380,-10.975
1747817752.180535,439.298,-25.380,-10.976
1747817752.190181,439.298,-25.380,-10.976
1747817752.209727,439.298,-25.380,-10.979
1747817752.209727,439.298,-25.380,-10.979
1747817752.221143,439.298,-25.380,-10.980
1747817752.230279,439.298,-25.380,-10.980
1747817752.240229,439.298,-25.380,-10.982
1747817752.251077,439.298,-25.380,-10.982
1747817752.260386,439.298,-25.380,-10.982
1747817752.273034,439.298,-25.380,-10.982
1747817752.280848,439.298,-25.380,-10.984
1747817752.294435,439.298,-25.380,-10.984
1747817752.301002,439.298,-25.380,-10.985
1747817752.314793,439.298,-25.380,-10.985
1747817752.321198,439.298,-25.380,-10.986
1747817752.336096,439.298,-25.380,-10.986
1747817752.341173,439.298,-25.380,-10.987
1747817752.360395,439.298,-25.380,-10.989
1747817752.360395,439.298,-25.380,-10.989
1747817752.380913,439.298,-25.380,-10.989
1747817752.380913,439.298,-25.380,-10.989
1747817752.400135,439.298,-25.380,-10.991
1747817752.403618,439.298,-25.380,-10.991
1747817752.403618,439.298,-25.380,-10.991
1747817752.424112,439.298,-25.380,-10.993
1747817752.440487,439.298,-25.380,-10.995
1747817752.445426,439.298,-25.380,-10.995
1747817752.461087,439.298,-25.380,-10.996
1747817752.468840,439.298,-25.380,-10.996
1747817752.480103,439.298,-25.380,-10.997
1747817752.490964,439.298,-25.380,-10.997
1747817752.500649,439.298,-25.380,-10.999
1747817752.510907,439.298,-25.380,-10.999
1747817752.520742,439.298,-25.380,-11.001
1747817752.531814,439.298,-25.380,-11.001
1747817752.541047,439.298,-25.380,-11.003
1747817752.551961,439.298,-25.380,-11.003
1747817752.560738,439.298,-25.380,-11.004
1747817752.560738,439.298,-25.380,-11.004
1747817752.581103,439.298,-25.380,-11.005
1747817752.581103,439.298,-25.380,-11.005
1747817752.600837,439.298,-25.380,-11.007
1747817752.612238,439.298,-25.380,-11.007
1747817752.620134,439.298,-25.380,-11.009
1747817752.620134,439.298,-25.380,-11.009
1747817752.640471,439.298,-25.380,-11.010
1747817752.640471,439.298,-25.380,-11.010
1747817752.660814,439.298,-25.380,-11.012
1747817752.660814,439.298,-25.380,-11.012
1747817752.681052,439.298,-25.380,-11.012
1747817752.681052,439.298,-25.380,-11.012
1747817752.700634,439.298,-25.380,-11.013
1747817752.700634,439.298,-25.380,-11.013
1747817752.720718,439.298,-25.380,-11.014
1747817752.720718,439.298,-25.380,-11.014
1747817752.740949,439.298,-25.380,-11.016
1747817752.740949,439.298,-25.380,-11.016
1747817752.762261,439.298,-25.380,-11.017
1747817752.762261,439.298,-25.380,-11.017
1747817752.784524,439.298,-25.380,-11.019
1747817752.784524,439.298,-25.380,-11.019
1747817752.804500,439.298,-25.380,-11.020
1747817752.804500,439.298,-25.380,-11.020
1747817752.820742,439.298,-25.380,-11.022
1747817752.824606,439.298,-25.380,-11.022
1747817752.841099,439.298,-25.380,-11.023
1747817752.845182,439.298,-25.380,-11.023
1747817752.860249,439.298,-25.380,-11.025
1747817752.864071,439.298,-25.380,-11.025
1747817752.884831,439.298,-25.380,-11.026
1747817752.884831,439.298,-25.380,-11.026
1747817752.900971,439.298,-25.380,-11.028
1747817752.908298,439.298,-25.380,-11.028
1747817752.921021,439.298,-25.380,-11.029
1747817752.932084,439.298,-25.380,-11.029
1747817752.940219,439.298,-25.380,-11.030
1747817752.940219,439.298,-25.380,-11.030
1747817752.960882,439.298,-25.380,-11.030
1747817752.960882,439.298,-25.380,-11.030
1747817752.981258,439.298,-25.380,-11.031
1747817752.981258,439.298,-25.380,-11.031
1747817753.001113,439.298,-25.380,-11.032
1747817753.001113,439.298,-25.380,-11.032
1747817753.020172,439.298,-25.380,-11.033
1747817753.020172,439.298,-25.380,-11.033
1747817753.040775,439.298,-25.380,-11.033
1747817753.055124,439.298,-25.380,-11.033
1747817753.060936,439.298,-25.380,-11.035
1747817753.060936,439.298,-25.380,-11.035
1747817753.080496,439.298,-25.380,-11.035
1747817753.080496,439.298,-25.380,-11.035
1747817753.101027,439.298,-25.380,-11.037
1747817753.115048,439.298,-25.380,-11.037
1747817753.121193,439.298,-25.380,-11.039
1747817753.121193,439.298,-25.380,-11.039
1747817753.140199,439.298,-25.380,-11.041
1747817753.140199,439.298,-25.380,-11.041
1747817753.162136,439.298,-25.380,-11.043
1747817753.162136,439.298,-25.380,-11.043
1747817753.180855,439.298,-25.380,-11.044
1747817753.186805,439.298,-25.380,-11.044
1747817753.206118,439.298,-25.380,-11.045
1747817753.206118,439.298,-25.380,-11.045
1747817753.226651,439.298,-25.380,-11.046
1747817753.226651,439.298,-25.380,-11.046
1747817753.245902,439.298,-25.380,-11.046
1747817753.245902,439.298,-25.380,-11.046
1747817753.260443,439.298,-25.380,-11.048
1747817753.269846,439.298,-25.380,-11.048
1747817753.280979,439.298,-25.380,-11.050
1747817753.291679,439.298,-25.380,-11.050
1747817753.300540,439.298,-25.380,-11.051
1747817753.312258,439.298,-25.380,-11.051
1747817753.321008,439.298,-25.380,-11.053
1747817753.321008,439.298,-25.380,-11.053
1747817753.340091,439.298,-25.380,-11.055
1747817753.340091,439.298,-25.380,-11.055
1747817753.361557,439.298,-25.380,-11.057
1747817753.361557,439.298,-25.380,-11.057
1747817753.385166,439.298,-25.380,-11.058
1747817753.385166,439.298,-25.380,-11.058
1747817753.406805,439.298,-25.380,-11.059
1747817753.406805,439.298,-25.380,-11.059
1747817753.427671,439.298,-25.380,-11.061
1747817753.427671,439.298,-25.380,-11.061
1747817753.441056,439.298,-25.380,-11.062
1747817753.449517,439.298,-25.380,-11.062
1747817753.461090,439.298,-25.380,-11.062
1747817753.471532,439.298,-25.380,-11.062
1747817753.481329,439.298,-25.380,-11.063
1747817753.494246,439.298,-25.380,-11.063
1747817753.500702,439.298,-25.380,-11.064
1747817753.513869,439.298,-25.380,-11.064
1747817753.520777,439.298,-25.380,-11.063
1747817753.536699,439.298,-25.380,-11.063
1747817753.541035,439.298,-25.380,-11.063
1747817753.558519,439.298,-25.380,-11.063
1747817753.560857,439.298,-25.380,-11.065
1747817753.560857,439.298,-25.380,-11.065
1747817753.581835,439.298,-25.380,-11.067
1747817753.581835,439.298,-25.380,-11.067
1747817753.604581,439.298,-25.380,-11.069
1747817753.604581,439.298,-25.380,-11.069
1747817753.625376,439.298,-25.380,-11.070
1747817753.625376,439.298,-25.380,-11.070
1747817753.647422,439.298,-25.380,-11.071
1747817753.647422,439.298,-25.380,-11.071
1747817753.668137,439.298,-25.380,-11.074
1747817753.668137,439.298,-25.380,-11.074
1747817753.689310,439.298,-25.380,-11.076
1747817753.689310,439.298,-25.380,-11.076
1747817753.708251,439.298,-25.380,-11.076
1747817753.708251,439.298,-25.380,-11.076
1747817753.728918,439.298,-25.380,-11.078
1747817753.728918,439.298,-25.380,-11.078
1747817753.740596,439.298,-25.380,-11.079
1747817753.751121,439.298,-25.380,-11.079
1747817753.760936,439.298,-25.380,-11.082
1747817753.776124,439.298,-25.380,-11.082
1747817753.781277,439.298,-25.380,-11.082
1747817753.796213,439.298,-25.380,-11.082
1747817753.800407,439.298,-25.380,-11.082
1747817753.820824,439.298,-25.380,-11.083
1747817753.820824,439.298,-25.380,-11.083
1747817753.820824,439.298,-25.380,-11.083
1747817753.840950,439.298,-25.380,-11.084
1747817753.860126,439.298,-25.380,-11.086
1747817753.860793,439.298,-25.380,-11.086
1747817753.860793,439.298,-25.380,-11.086
1747817753.884817,439.298,-25.380,-11.088
1747817753.900374,439.298,-25.380,-11.088
1747817753.905768,439.298,-25.380,-11.088
1747817753.920953,439.298,-25.380,-11.089
1747817753.930055,439.298,-25.380,-11.089
1747817753.941169,439.298,-25.380,-11.091
1747817753.941169,439.298,-25.380,-11.091
1747817753.960269,439.298,-25.380,-11.093
1747817753.960269,439.298,-25.380,-11.093
1747817753.981297,439.298,-25.380,-11.095
1747817753.981297,439.298,-25.380,-11.095
1747817754.001021,439.298,-25.380,-11.096
1747817754.001021,439.298,-25.380,-11.096
1747817754.021200,439.298,-25.380,-11.097
1747817754.021200,439.298,-25.380,-11.097
1747817754.040604,439.298,-25.380,-11.098
1747817754.040604,439.298,-25.380,-11.098
1747817754.060769,439.298,-25.380,-11.099
1747817754.060769,439.298,-25.380,-11.099
1747817754.081868,439.298,-25.380,-11.100
1747817754.081868,439.298,-25.380,-11.100
1747817754.100437,439.298,-25.380,-11.100
1747817754.104601,439.298,-25.380,-11.100
1747817754.120810,439.298,-25.380,-11.102
1747817754.127990,439.298,-25.380,-11.102
1747817754.140952,439.298,-25.380,-11.102
1747817754.148207,439.298,-25.380,-11.102
1747817754.160237,439.298,-25.380,-11.105
1747817754.171175,439.298,-25.380,-11.105
1747817754.180787,439.298,-25.380,-11.105
1747817754.180787,439.298,-25.380,-11.105
1747817754.200104,439.298,-25.380,-11.106
1747817754.200104,439.298,-25.380,-11.106
1747817754.220430,439.298,-25.380,-11.107
1747817754.232650,439.298,-25.380,-11.107
1747817754.240626,439.298,-25.380,-11.109
1747817754.240626,439.298,-25.380,-11.109
1747817754.260928,439.298,-25.380,-11.110
1747817754.260928,439.298,-25.380,-11.110
1747817754.280214,439.298,-25.380,-11.112
1747817754.280214,439.298,-25.380,-11.112
1747817754.300786,439.298,-25.380,-11.114
1747817754.300786,439.298,-25.380,-11.114
1747817754.320444,439.298,-25.380,-11.116
1747817754.320444,439.298,-25.380,-11.116
1747817754.340958,439.298,-25.380,-11.118
1747817754.340958,439.298,-25.380,-11.118
1747817754.361186,439.298,-25.380,-11.119
1747817754.361186,439.298,-25.380,-11.119
1747817754.381645,439.298,-25.380,-11.120
1747817754.381645,439.298,-25.380,-11.120
1747817754.403459,439.298,-25.380,-11.121
1747817754.403459,439.298,-25.380,-11.121
1747817754.420314,439.298,-25.380,-11.123
1747817754.424980,439.298,-25.380,-11.123
1747817754.440801,439.298,-25.380,-11.124
1747817754.446730,439.298,-25.380,-11.124
1747817754.460776,439.298,-25.380,-11.127
1747817754.468032,439.298,-25.380,-11.127
1747817754.480928,439.298,-25.380,-11.128
1747817754.491182,439.298,-25.380,-11.128
1747817754.500356,439.298,-25.380,-11.128
1747817754.511232,439.298,-25.380,-11.128
1747817754.520554,439.298,-25.380,-11.128
1747817754.532042,439.298,-25.380,-11.128
1747817754.540716,439.298,-25.380,-11.131
1747817754.551715,439.298,-25.380,-11.131
1747817754.560254,439.298,-25.380,-11.133
1747817754.573076,439.298,-25.380,-11.133
1747817754.581078,439.298,-25.380,-11.135
1747817754.581078,439.298,-25.380,-11.135
1747817754.600481,439.298,-25.380,-11.135
1747817754.600481,439.298,-25.380,-11.135
1747817754.621028,439.298,-25.380,-11.138
1747817754.621028,439.298,-25.380,-11.138
1747817754.641218,439.298,-25.380,-11.138
1747817754.641218,439.298,-25.380,-11.138
1747817754.660769,439.298,-25.380,-11.139
1747817754.660769,439.298,-25.380,-11.139
1747817754.681976,439.298,-25.380,-11.140
1747817754.681976,439.298,-25.380,-11.140
1747817754.700949,439.298,-25.380,-11.142
1747817754.709098,439.298,-25.380,-11.142
1747817754.720478,439.298,-25.380,-11.143
1747817754.729763,439.298,-25.380,-11.143
1747817754.740790,439.298,-25.380,-11.144
1747817754.751440,439.298,-25.380,-11.144
1747817754.760295,439.298,-25.380,-11.145
1747817754.771712,439.298,-25.380,-11.145
1747817754.780803,439.298,-25.380,-11.147
1747817754.792950,439.298,-25.380,-11.147
1747817754.800901,439.298,-25.380,-11.147
1747817754.814233,439.298,-25.380,-11.147
1747817754.821318,439.298,-25.380,-11.148
1747817754.821318,439.298,-25.380,-11.148
1747817754.840581,439.298,-25.380,-11.149
1747817754.840581,439.298,-25.380,-11.149
1747817754.860866,439.298,-25.380,-11.152
1747817754.860866,439.298,-25.380,-11.152
1747817754.880187,439.298,-25.380,-11.153
1747817754.897825,439.298,-25.380,-11.153
1747817754.900301,439.298,-25.380,-11.155
1747817754.917426,439.298,-25.380,-11.155
1747817754.920714,439.298,-25.380,-11.155
1747817754.920714,439.298,-25.380,-11.155
1747817754.940844,439.298,-25.380,-11.158
1747817754.940844,439.298,-25.380,-11.158
1747817754.961165,439.298,-25.380,-11.160
1747817754.961165,439.298,-25.380,-11.160
1747817754.983063,439.298,-25.380,-11.162
1747817754.983063,439.298,-25.380,-11.162
1747817755.003024,439.298,-25.380,-11.163
1747817755.003024,439.298,-25.380,-11.163
1747817755.025264,439.298,-25.380,-11.165
1747817755.025264,439.298,-25.380,-11.165
1747817755.046123,439.298,-25.380,-11.166
1747817755.046123,439.298,-25.380,-11.166
1747817755.068320,439.298,-25.380,-11.167
1747817755.068320,439.298,-25.380,-11.167
1747817755.081268,439.298,-25.380,-11.168
1747817755.091226,439.298,-25.380,-11.168
1747817755.100607,439.298,-25.380,-11.169
1747817755.110095,439.298,-25.380,-11.169
1747817755.120777,439.298,-25.380,-11.170
1747817755.132988,439.298,-25.380,-11.170
1747817755.141064,439.298,-25.380,-11.173
1747817755.157702,439.298,-25.380,-11.173
1747817755.160953,439.298,-25.380,-11.174
1747817755.179471,439.298,-25.380,-11.174
1747817755.180331,439.298,-25.380,-11.175
1747817755.180331,439.298,-25.380,-11.175
1747817755.200715,439.298,-25.380,-11.176
1747817755.219101,439.298,-25.380,-11.176
1747817755.220893,439.298,-25.380,-11.177
1747817755.220893,439.298,-25.380,-11.177
1747817755.240219,439.298,-25.380,-11.178
1747817755.240219,439.298,-25.380,-11.178
1747817755.261401,439.298,-25.380,-11.181
1747817755.261401,439.298,-25.380,-11.181
1747817755.283710,439.298,-25.380,-11.183
1747817755.283710,439.298,-25.380,-11.183
1747817755.307440,439.298,-25.380,-11.184
1747817755.307440,439.298,-25.380,-11.184
1747817755.327418,439.298,-25.380,-11.185
1747817755.327418,439.298,-25.380,-11.185
1747817755.341031,439.298,-25.380,-11.186
1747817755.360471,439.298,-25.380,-11.188
1747817755.360471,439.298,-25.380,-11.188
1747817755.380399,439.298,-25.380,-11.190
1747817755.380399,439.298,-25.380,-11.190
1747817755.401345,439.298,-25.380,-11.190
1747817755.401345,439.298,-25.380,-11.190
1747817755.420557,439.298,-25.380,-11.191
1747817755.422011,439.298,-25.380,-11.191
1747817755.440730,439.298,-25.380,-11.191
1747817755.445440,439.298,-25.380,-11.191
1747817755.460928,439.298,-25.380,-11.192
1747817755.465208,439.298,-25.380,-11.192
1747817755.481192,439.298,-25.380,-11.193
1747817755.485317,439.298,-25.380,-11.193
1747817755.500381,439.298,-25.380,-11.194
1747817755.507935,439.298,-25.380,-11.194
1747817755.520705,439.298,-25.380,-11.196
1747817755.528942,439.298,-25.380,-11.196
1747817755.540934,439.298,-25.380,-11.199
1747817755.551525,439.298,-25.380,-11.199
1747817755.560106,439.298,-25.380,-11.201
1747817755.560106,439.298,-25.380,-11.201
1747817755.580645,439.298,-25.380,-11.203
1747817755.580645,439.298,-25.380,-11.203
1747817755.601134,439.298,-25.380,-11.204
1747817755.601134,439.298,-25.380,-11.204
1747817755.621088,439.298,-25.380,-11.206
1747817755.621088,439.298,-25.380,-11.206
1747817755.640862,439.298,-25.380,-11.207
1747817755.640862,439.298,-25.380,-11.207
1747817755.663486,439.298,-25.380,-11.208
1747817755.663486,439.298,-25.380,-11.208
1747817755.680810,439.298,-25.380,-11.209
1747817755.688938,439.298,-25.380,-11.209
1747817755.700971,439.298,-25.380,-11.210
1747817755.709138,439.298,-25.380,-11.210
1747817755.720189,439.298,-25.380,-11.211
1747817755.733575,439.298,-25.380,-11.211
1747817755.740643,439.298,-25.380,-11.212
1747817755.740643,439.298,-25.380,-11.212
1747817755.761277,439.298,-25.380,-11.214
1747817755.764798,439.298,-25.380,-11.214
1747817755.780614,439.298,-25.380,-11.215
1747817755.786026,439.298,-25.380,-11.215
1747817755.801087,439.298,-25.380,-11.216
1747817755.812043,439.298,-25.380,-11.216
1747817755.820396,439.298,-25.380,-11.217
1747817755.820396,439.298,-25.380,-11.217
1747817755.840928,439.298,-25.380,-11.219
1747817755.840928,439.298,-25.380,-11.219
1747817755.861345,439.298,-25.380,-11.220
1747817755.861345,439.298,-25.380,-11.220
1747817755.882635,439.298,-25.380,-11.221
1747817755.882635,439.298,-25.380,-11.221
1747817755.902405,439.298,-25.380,-11.223
1747817755.902405,439.298,-25.380,-11.223
1747817755.922027,439.298,-25.380,-11.223
1747817755.922027,439.298,-25.380,-11.223
1747817755.941364,439.298,-25.380,-11.225
1747817755.941364,439.298,-25.380,-11.225
1747817755.964805,439.298,-25.380,-11.226
1747817755.964805,439.298,-25.380,-11.226
1747817755.981327,439.298,-25.380,-11.226
1747817755.987066,439.298,-25.380,-11.226
1747817756.000110,439.298,-25.380,-11.227
1747817756.008437,439.298,-25.380,-11.227
1747817756.020614,439.298,-25.380,-11.228
1747817756.029685,439.298,-25.380,-11.228
1747817756.040846,439.298,-25.380,-11.229
1747817756.051845,439.298,-25.380,-11.229
1747817756.061149,439.298,-25.380,-11.231
1747817756.074514,439.298,-25.380,-11.231
1747817756.080331,439.298,-25.380,-11.233
1747817756.080331,439.298,-25.380,-11.233
1747817756.100883,439.298,-25.380,-11.234
1747817756.100883,439.298,-25.380,-11.234
1747817756.121103,439.298,-25.380,-11.235
1747817756.121103,439.298,-25.380,-11.235
1747817756.141309,439.298,-25.380,-11.237
1747817756.141309,439.298,-25.380,-11.237
1747817756.160353,439.298,-25.380,-11.237
1747817756.160353,439.298,-25.380,-11.237
1747817756.181840,439.298,-25.380,-11.238
1747817756.181840,439.298,-25.380,-11.238
1747817756.204292,439.298,-25.380,-11.239
1747817756.204292,439.298,-25.380,-11.239
1747817756.220383,439.298,-25.380,-11.241
1747817756.229187,439.298,-25.380,-11.241
1747817756.240486,439.298,-25.380,-11.242
1747817756.249309,439.298,-25.380,-11.242
1747817756.261219,439.298,-25.380,-11.242
1747817756.273247,439.298,-25.380,-11.242
1747817756.280392,439.298,-25.380,-11.243
1747817756.293175,439.298,-25.380,-11.243
1747817756.301330,439.298,-25.380,-11.245
1747817756.301330,439.298,-25.380,-11.245
1747817756.321193,439.298,-25.380,-11.247
1747817756.321193,439.298,-25.380,-11.247
1747817756.340285,439.298,-25.380,-11.249
1747817756.340285,439.298,-25.380,-11.249
1747817756.360892,439.298,-25.380,-11.251
1747817756.360892,439.298,-25.380,-11.251
1747817756.380878,439.298,-25.380,-11.252
1747817756.380878,439.298,-25.380,-11.252
1747817756.400581,439.298,-25.380,-11.254
1747817756.400581,439.298,-25.380,-11.254
1747817756.420595,439.298,-25.380,-11.255
1747817756.420595,439.298,-25.380,-11.255
1747817756.444829,439.298,-25.380,-11.257
1747817756.444829,439.298,-25.380,-11.257
1747817756.464518,439.298,-25.380,-11.259
1747817756.464518,439.298,-25.380,-11.259
1747817756.485559,439.298,-25.380,-11.261
1747817756.485559,439.298,-25.380,-11.261
1747817756.504801,439.298,-25.380,-11.262
1747817756.504801,439.298,-25.380,-11.262
1747817756.526134,439.298,-25.380,-11.262
1747817756.526134,439.298,-25.380,-11.262
