time_stamp,car_pose_front_axle_x_meters,car_pose_front_axle_y_meters,car_pose_yaw_degrees
1747817572.994258,0.039,0.000,0.237
1747817573.001995,0.065,0.001,0.241
1747817573.005821,0.078,0.002,0.241
1747817573.022143,0.133,0.004,0.244
1747817573.024201,0.140,0.004,0.244
1747817573.042367,0.201,0.006,0.254
1747817573.042367,0.201,0.006,0.254
1747817573.062111,0.267,0.009,0.261
1747817573.062111,0.267,0.009,0.261
1747817573.082000,0.334,0.011,0.266
1747817573.082000,0.334,0.011,0.266
1747817573.101974,0.400,0.014,0.272
1747817573.101974,0.400,0.014,0.272
1747817573.122041,0.467,0.017,0.277
1747817573.133415,0.505,0.018,0.277
1747817573.142179,0.534,0.019,0.282
1747817573.152095,0.567,0.020,0.282
1747817573.162220,0.600,0.022,0.287
1747817573.170729,0.629,0.023,0.287
1747817573.182203,0.667,0.024,0.294
1747817573.189475,0.691,0.025,0.294
1747817573.202318,0.733,0.027,0.296
1747817573.208050,0.752,0.028,0.296
1747817573.222326,0.799,0.029,0.301
1747817573.226846,0.814,0.030,0.301
1747817573.242379,0.865,0.032,0.301
1747817573.246144,0.878,0.033,0.301
1747817573.262456,0.932,0.035,0.303
1747817573.264464,0.938,0.035,0.303
1747817573.283357,1.000,0.037,0.304
1747817573.283357,1.000,0.037,0.304
1747817573.302592,1.063,0.040,0.306
1747817573.302592,1.063,0.040,0.306
1747817573.322700,1.129,0.042,0.305
1747817573.322700,1.129,0.042,0.305
1747817573.343019,1.195,0.045,0.304
1747817573.343019,1.195,0.045,0.304
1747817573.363564,1.262,0.048,0.308
1747817573.363564,1.262,0.048,0.308
1747817573.382375,1.324,0.050,0.311
1747817573.385016,1.332,0.050,0.311
1747817573.403965,1.394,0.053,0.317
1747817573.403965,1.394,0.053,0.317
1747817573.423074,1.456,0.055,0.320
1747817573.423074,1.456,0.055,0.320
1747817573.445041,1.527,0.058,0.326
1747817573.445041,1.527,0.058,0.326
1747817573.462225,1.583,0.060,0.330
1747817573.466012,1.595,0.061,0.330
1747817573.482347,1.648,0.063,0.335
1747817573.488178,1.667,0.064,0.335
1747817573.502372,1.713,0.066,0.338
1747817573.508642,1.733,0.067,0.338
1747817573.521808,1.776,0.069,0.343
1747817573.528629,1.798,0.070,0.343
1747817573.541950,1.841,0.073,0.351
1747817573.551337,1.871,0.074,0.351
1747817573.562282,1.906,0.076,0.363
1747817573.571244,1.935,0.078,0.363
1747817573.582774,1.972,0.080,0.379
1747817573.593088,2.005,0.083,0.379
1747817573.602079,2.034,0.085,0.401
1747817573.612520,2.067,0.087,0.401
1747817573.622512,2.099,0.089,0.423
1747817573.632867,2.132,0.091,0.423
1747817573.642786,2.164,0.093,0.448
1747817573.653078,2.196,0.096,0.448
1747817573.661718,2.223,0.098,0.481
1747817573.673116,2.260,0.100,0.481
1747817573.682155,2.288,0.103,0.517
1747817573.693387,2.324,0.105,0.517
1747817573.702461,2.352,0.108,0.556
1747817573.714129,2.389,0.111,0.556
1747817573.720452,2.409,0.112,0.591
1747817573.733856,2.451,0.116,0.591
1747817573.741125,2.474,0.118,0.631
1747817573.754639,2.516,0.121,0.631
1747817573.760264,2.534,0.123,0.668
1747817573.776437,2.584,0.127,0.668
1747817573.780788,2.598,0.128,0.716
1747817573.796658,2.647,0.133,0.716
1747817573.800128,2.658,0.134,0.756
1747817573.800128,2.658,0.134,0.756
1747817573.820579,2.722,0.139,0.798
1747817573.820579,2.722,0.139,0.798
1747817573.844069,2.794,0.146,0.845
1747817573.844069,2.794,0.146,0.845
1747817573.868003,2.869,0.153,0.889
1747817573.868003,2.869,0.153,0.889
1747817573.887505,2.929,0.159,0.931
1747817573.887505,2.929,0.159,0.931
1747817573.901056,2.971,0.164,0.979
1747817573.910723,3.001,0.167,0.979
1747817573.920479,3.031,0.170,1.023
1747817573.933982,3.073,0.174,1.023
1747817573.940841,3.094,0.176,1.069
1747817573.940841,3.094,0.176,1.069
1747817573.961140,3.156,0.183,1.119
1747817573.961140,3.156,0.183,1.119
1747817573.982669,3.222,0.190,1.166
1747817573.982669,3.222,0.190,1.166
1747817574.004474,3.289,0.197,1.214
1747817574.004474,3.289,0.197,1.214
1747817574.024690,3.351,0.204,1.269
1747817574.024690,3.351,0.204,1.269
1747817574.040735,3.401,0.210,1.326
1747817574.051747,3.434,0.214,1.326
1747817574.061177,3.463,0.217,1.380
1747817574.071124,3.494,0.221,1.380
1747817574.080431,3.522,0.224,1.438
1747817574.092588,3.559,0.229,1.438
1747817574.100825,3.585,0.232,1.498
1747817574.113768,3.624,0.236,1.498
1747817574.121223,3.647,0.239,1.559
1747817574.136401,3.694,0.245,1.559
1747817574.140366,3.706,0.246,1.623
1747817574.156021,3.754,0.252,1.623
1747817574.160564,3.768,0.254,1.685
1747817574.176570,3.817,0.260,1.685
1747817574.180955,3.830,0.262,1.749
1747817574.199507,3.887,0.269,1.749
1747817574.200243,3.889,0.269,1.814
1747817574.219095,3.947,0.277,1.814
1747817574.220373,3.951,0.277,1.880
1747817574.240042,4.011,0.285,1.880
1747817574.240510,4.013,0.285,1.941
1747817574.240510,4.013,0.285,1.941
1747817574.261110,4.076,0.293,2.003
1747817574.261110,4.076,0.293,2.003
1747817574.283213,4.144,0.302,2.062
1747817574.283213,4.144,0.302,2.062
1747817574.308145,4.220,0.313,2.124
1747817574.320196,4.257,0.318,2.186
1747817574.320196,4.257,0.318,2.186
1747817574.340777,4.320,0.326,2.245
1747817574.340777,4.320,0.326,2.245
1747817574.361021,4.382,0.335,2.309
1747817574.361021,4.382,0.335,2.309
1747817574.381155,4.444,0.343,2.364
1747817574.381155,4.444,0.343,2.364
1747817574.400648,4.504,0.352,2.418
1747817574.400648,4.504,0.352,2.418
1747817574.421231,4.567,0.360,2.474
1747817574.421231,4.567,0.360,2.474
1747817574.440367,4.625,0.369,2.534
1747817574.440367,4.625,0.369,2.534
1747817574.460666,4.686,0.377,2.591
1747817574.460666,4.686,0.377,2.591
1747817574.482187,4.752,0.387,2.649
1747817574.482187,4.752,0.387,2.649
1747817574.502340,4.813,0.395,2.706
1747817574.502340,4.813,0.395,2.706
1747817574.522615,4.873,0.404,2.762
1747817574.522615,4.873,0.404,2.762
1747817574.541326,4.930,0.412,2.826
1747817574.543468,4.936,0.413,2.826
1747817574.561180,4.989,0.421,2.880
1747817574.565327,5.002,0.422,2.880
1747817574.580378,5.047,0.429,2.940
1747817574.584444,5.059,0.431,2.940
1747817574.600631,5.107,0.438,2.995
1747817574.604988,5.120,0.440,2.995
1747817574.620337,5.166,0.446,3.054
1747817574.625883,5.182,0.449,3.054
1747817574.641171,5.227,0.455,3.112
1747817574.647234,5.245,0.458,3.112
1747817574.661246,5.287,0.464,3.163
1747817574.666585,5.302,0.466,3.163
1747817574.680412,5.343,0.472,3.218
1747817574.687320,5.364,0.475,3.218
1747817574.700685,5.403,0.481,3.273
1747817574.706589,5.420,0.483,3.273
1747817574.721008,5.463,0.489,3.321
1747817574.725660,5.476,0.491,3.321
1747817574.740566,5.520,0.498,3.371
1747817574.745973,5.536,0.500,3.371
1747817574.761050,5.580,0.507,3.421
1747817574.764744,5.591,0.508,3.421
1747817574.780266,5.637,0.515,3.470
1747817574.786659,5.655,0.517,3.470
1747817574.800619,5.696,0.523,3.516
1747817574.807876,5.717,0.526,3.516
1747817574.820212,5.753,0.532,3.563
1747817574.828212,5.776,0.535,3.563
1747817574.840871,5.813,0.540,3.610
1747817574.848011,5.834,0.543,3.610
1747817574.861082,5.872,0.549,3.654
1747817574.867009,5.889,0.551,3.654
1747817574.881315,5.930,0.557,3.698
1747817574.886108,5.944,0.559,3.698
1747817574.900384,5.985,0.565,3.740
1747817574.905581,6.000,0.567,3.740
1747817574.921094,6.044,0.573,3.782
1747817574.925517,6.057,0.575,3.782
1747817574.945313,6.114,0.583,3.821
1747817574.945313,6.114,0.583,3.821
1747817574.961284,6.160,0.589,3.864
1747817574.968543,6.181,0.592,3.864
1747817574.980466,6.215,0.597,3.908
1747817574.988084,6.237,0.600,3.908
1747817575.000962,6.274,0.605,3.949
1747817575.000962,6.274,0.605,3.949
1747817575.020659,6.330,0.613,3.993
1747817575.020659,6.330,0.613,3.993
1747817575.041805,6.390,0.621,4.036
1747817575.041805,6.390,0.621,4.036
1747817575.060974,6.444,0.629,4.076
1747817575.060974,6.444,0.629,4.076
1747817575.080970,6.501,0.637,4.121
1747817575.080970,6.501,0.637,4.121
1747817575.101698,6.559,0.644,4.162
1747817575.101698,6.559,0.644,4.162
1747817575.121226,6.614,0.652,4.203
1747817575.129478,6.637,0.655,4.203
1747817575.141077,6.669,0.659,4.243
1747817575.151215,6.698,0.663,4.243
1747817575.160205,6.723,0.667,4.279
1747817575.170665,6.752,0.671,4.279
1747817575.180381,6.779,0.674,4.314
1747817575.192129,6.812,0.678,4.314
1747817575.200965,6.837,0.682,4.347
1747817575.211478,6.866,0.686,4.347
1747817575.220463,6.891,0.689,4.377
1747817575.234349,6.930,0.694,4.377
1747817575.241051,6.949,0.697,4.414
1747817575.255097,6.988,0.702,4.414
1747817575.261218,7.006,0.704,4.442
1747817575.261218,7.006,0.704,4.442
1747817575.280406,7.059,0.711,4.474
1747817575.280406,7.059,0.711,4.474
1747817575.300568,7.116,0.719,4.509
1747817575.300568,7.116,0.719,4.509
1747817575.320764,7.173,0.726,4.537
1747817575.320764,7.173,0.726,4.537
1747817575.341128,7.230,0.734,4.572
1747817575.341128,7.230,0.734,4.572
1747817575.363068,7.292,0.742,4.606
1747817575.363068,7.292,0.742,4.606
1747817575.381986,7.345,0.749,4.639
1747817575.381986,7.345,0.749,4.639
1747817575.401592,7.400,0.756,4.678
1747817575.401592,7.400,0.756,4.678
1747817575.420812,7.455,0.763,4.712
1747817575.420812,7.455,0.763,4.712
1747817575.440857,7.512,0.770,4.746
1747817575.440857,7.512,0.770,4.746
1747817575.463924,7.577,0.779,4.780
1747817575.463924,7.577,0.779,4.780
1747817575.486749,7.642,0.787,4.812
1747817575.486749,7.642,0.787,4.812
1747817575.506722,7.698,0.794,4.842
1747817575.506722,7.698,0.794,4.842
1747817575.528043,7.759,0.802,4.873
1747817575.528043,7.759,0.802,4.873
1747817575.549751,7.821,0.810,4.900
1747817575.549751,7.821,0.810,4.900
1747817575.560200,7.852,0.814,4.928
1747817575.571868,7.885,0.818,4.928
1747817575.580238,7.909,0.822,4.957
1747817575.593071,7.946,0.826,4.957
1747817575.600841,7.968,0.829,4.981
1747817575.615688,8.011,0.835,4.981
1747817575.620380,8.025,0.836,5.010
1747817575.637433,8.074,0.843,5.010
1747817575.640722,8.084,0.844,5.039
1747817575.658294,8.135,0.851,5.039
1747817575.661050,8.143,0.852,5.068
1747817575.661050,8.143,0.852,5.068
1747817575.684218,8.210,0.860,5.096
1747817575.684218,8.210,0.860,5.096
1747817575.704300,8.269,0.868,5.126
1747817575.720858,8.317,0.874,5.152
1747817575.726460,8.333,0.876,5.152
1747817575.726460,8.333,0.876,5.152
1747817575.747266,8.393,0.884,5.185
1747817575.760605,8.432,0.889,5.212
1747817575.760605,8.432,0.889,5.212
1747817575.781164,8.492,0.897,5.242
1747817575.781164,8.492,0.897,5.242
1747817575.800648,8.548,0.904,5.271
1747817575.800648,8.548,0.904,5.271
1747817575.821167,8.607,0.912,5.298
1747817575.821167,8.607,0.912,5.298
1747817575.841200,8.665,0.919,5.326
1747817575.841200,8.665,0.919,5.326
1747817575.861214,8.722,0.926,5.357
1747817575.861214,8.722,0.926,5.357
1747817575.881693,8.781,0.934,5.385
1747817575.881693,8.781,0.934,5.385
1747817575.900938,8.836,0.941,5.409
1747817575.905909,8.850,0.943,5.409
1747817575.921455,8.895,0.948,5.439
1747817575.925522,8.906,0.950,5.439
1747817575.940118,8.948,0.955,5.461
1747817575.947529,8.969,0.958,5.461
1747817575.960319,9.005,0.962,5.484
1747817575.966496,9.022,0.965,5.484
1747817575.980637,9.062,0.970,5.506
1747817575.986222,9.078,0.972,5.506
1747817576.001129,9.120,0.977,5.525
1747817576.006256,9.135,0.979,5.525
1747817576.020104,9.173,0.984,5.545
1747817576.025479,9.189,0.986,5.545
1747817576.040345,9.230,0.991,5.561
1747817576.046023,9.246,0.993,5.561
1747817576.060631,9.288,0.998,5.580
1747817576.071310,9.317,1.002,5.580
1747817576.080649,9.344,1.005,5.596
1747817576.092998,9.378,1.009,5.596
1747817576.100931,9.400,1.012,5.610
1747817576.100931,9.400,1.012,5.610
1747817576.120332,9.454,1.018,5.625
1747817576.120332,9.454,1.018,5.625
1747817576.140638,9.511,1.025,5.639
1747817576.140638,9.511,1.025,5.639
1747817576.161166,9.568,1.032,5.655
1747817576.161166,9.568,1.032,5.655
1747817576.180391,9.621,1.038,5.668
1747817576.180391,9.621,1.038,5.668
1747817576.200776,9.677,1.045,5.678
1747817576.214773,9.716,1.049,5.678
1747817576.221109,9.733,1.051,5.693
1747817576.221109,9.733,1.051,5.693
1747817576.240313,9.786,1.058,5.704
1747817576.240313,9.786,1.058,5.704
1747817576.260610,9.841,1.064,5.711
1747817576.260610,9.841,1.064,5.711
1747817576.280865,9.896,1.070,5.723
1747817576.280865,9.896,1.070,5.723
1747817576.301182,9.951,1.076,5.732
1747817576.314680,9.988,1.080,5.732
1747817576.320180,10.003,1.082,5.738
1747817576.320180,10.003,1.082,5.738
1747817576.340448,10.058,1.088,5.745
1747817576.340448,10.058,1.088,5.745
1747817576.360701,10.112,1.094,5.751
1747817576.360701,10.112,1.094,5.751
1747817576.380802,10.166,1.100,5.752
1747817576.380802,10.166,1.100,5.752
1747817576.401039,10.220,1.106,5.756
1747817576.401039,10.220,1.106,5.756
1747817576.425538,10.286,1.112,5.756
1747817576.425538,10.286,1.112,5.756
1747817576.445258,10.338,1.118,5.754
1747817576.445258,10.338,1.118,5.754
1747817576.461102,10.381,1.122,5.753
1747817576.466345,10.395,1.124,5.753
1747817576.480220,10.432,1.127,5.748
1747817576.487212,10.450,1.129,5.748
1747817576.500492,10.485,1.133,5.743
1747817576.507868,10.505,1.134,5.743
1747817576.521319,10.540,1.138,5.737
1747817576.530543,10.565,1.140,5.737
1747817576.540732,10.592,1.143,5.727
1747817576.551836,10.621,1.146,5.727
1747817576.560869,10.645,1.148,5.719
1747817576.576446,10.686,1.152,5.719
1747817576.581325,10.698,1.153,5.707
1747817576.596545,10.738,1.157,5.707
1747817576.600494,10.749,1.158,5.695
1747817576.600494,10.749,1.158,5.695
1747817576.621287,10.803,1.163,5.685
1747817576.621287,10.803,1.163,5.685
1747817576.640563,10.854,1.167,5.676
1747817576.640563,10.854,1.167,5.676
1747817576.661047,10.908,1.172,5.666
1747817576.661047,10.908,1.172,5.666
1747817576.680422,10.959,1.176,5.653
1747817576.680422,10.959,1.176,5.653
1747817576.700786,11.012,1.181,5.640
1747817576.700786,11.012,1.181,5.640
1747817576.723932,11.073,1.186,5.629
1747817576.723932,11.073,1.186,5.629
1747817576.747274,11.135,1.191,5.617
1747817576.747274,11.135,1.191,5.617
1747817576.768434,11.190,1.196,5.602
1747817576.768434,11.190,1.196,5.602
1747817576.780735,11.222,1.198,5.587
1747817576.790706,11.248,1.201,5.587
1747817576.800929,11.275,1.203,5.574
1747817576.810240,11.300,1.205,5.574
1747817576.828548,11.348,1.208,5.555
1747817576.828548,11.348,1.208,5.555
1747817576.849028,11.401,1.212,5.536
1747817576.849028,11.401,1.212,5.536
1747817576.860954,11.433,1.214,5.517
1747817576.876263,11.473,1.217,5.517
1747817576.880399,11.484,1.218,5.492
1747817576.898553,11.532,1.221,5.492
1747817576.900740,11.537,1.222,5.468
1747817576.900740,11.537,1.222,5.468
1747817576.922928,11.596,1.226,5.442
1747817576.922928,11.596,1.226,5.442
1747817576.945825,11.656,1.229,5.414
1747817576.945825,11.656,1.229,5.414
1747817576.965450,11.708,1.233,5.390
1747817576.965450,11.708,1.233,5.390
1747817576.986491,11.763,1.236,5.359
1747817576.986491,11.763,1.236,5.359
1747817577.007730,11.820,1.239,5.327
1747817577.007730,11.820,1.239,5.327
1747817577.027219,11.871,1.242,5.296
1747817577.027219,11.871,1.242,5.296
1747817577.046109,11.921,1.245,5.262
1747817577.046109,11.921,1.245,5.262
1747817577.065415,11.973,1.247,5.225
1747817577.065415,11.973,1.247,5.225
1747817577.085556,12.026,1.250,5.192
1747817577.085556,12.026,1.250,5.192
1747817577.110656,12.094,1.253,5.155
1747817577.110656,12.094,1.253,5.155
1747817577.120772,12.121,1.254,5.115
1747817577.140158,12.173,1.256,5.077
1747817577.140158,12.173,1.256,5.077
1747817577.160778,12.229,1.259,5.036
1747817577.160778,12.229,1.259,5.036
1747817577.180943,12.284,1.261,4.992
1747817577.180943,12.284,1.261,4.992
1747817577.200328,12.337,1.263,4.948
1747817577.204072,12.347,1.263,4.948
1747817577.220820,12.393,1.265,4.903
1747817577.226278,12.408,1.265,4.903
1747817577.240329,12.447,1.266,4.855
1747817577.248073,12.468,1.267,4.855
1747817577.260529,12.503,1.268,4.808
1747817577.270710,12.531,1.269,4.808
1747817577.280727,12.559,1.270,4.758
1747817577.290657,12.586,1.271,4.758
1747817577.300204,12.612,1.271,4.708
1747817577.309884,12.639,1.272,4.708
1747817577.320547,12.668,1.273,4.661
1747817577.332045,12.700,1.274,4.661
1747817577.341051,12.725,1.274,4.608
1747817577.341051,12.725,1.274,4.608
1747817577.360409,12.778,1.275,4.552
1747817577.360409,12.778,1.275,4.552
1747817577.380990,12.835,1.277,4.498
1747817577.380990,12.835,1.277,4.498
1747817577.400171,12.887,1.278,4.444
1747817577.400171,12.887,1.278,4.444
1747817577.420356,12.943,1.279,4.387
1747817577.420356,12.943,1.279,4.387
1747817577.440726,12.998,1.280,4.335
1747817577.440726,12.998,1.280,4.335
1747817577.462095,13.057,1.281,4.276
1747817577.462095,13.057,1.281,4.276
1747817577.480324,13.106,1.281,4.222
1747817577.487509,13.126,1.282,4.222
1747817577.500640,13.161,1.282,4.169
1747817577.509583,13.186,1.282,4.169
1747817577.521094,13.217,1.283,4.112
1747817577.532001,13.246,1.283,4.112
1747817577.540657,13.270,1.283,4.058
1747817577.540657,13.270,1.283,4.058
1747817577.560751,13.324,1.284,4.000
1747817577.560751,13.324,1.284,4.000
1747817577.580456,13.377,1.284,3.944
1747817577.580456,13.377,1.284,3.944
1747817577.601068,13.432,1.284,3.890
1747817577.601068,13.432,1.284,3.890
1747817577.620150,13.484,1.284,3.830
1747817577.620150,13.484,1.284,3.830
1747817577.640554,13.539,1.284,3.772
1747817577.640554,13.539,1.284,3.772
1747817577.661105,13.593,1.284,3.722
1747817577.661105,13.593,1.284,3.722
1747817577.681236,13.647,1.284,3.657
1747817577.681236,13.647,1.284,3.657
1747817577.700262,13.697,1.284,3.602
1747817577.700262,13.697,1.284,3.602
1747817577.720423,13.751,1.283,3.545
1747817577.720423,13.751,1.283,3.545
1747817577.740736,13.804,1.283,3.481
1747817577.740736,13.804,1.283,3.481
1747817577.760931,13.858,1.282,3.424
1747817577.760931,13.858,1.282,3.424
1747817577.781140,13.911,1.282,3.364
1747817577.781140,13.911,1.282,3.364
1747817577.801174,13.963,1.281,3.300
1747817577.801174,13.963,1.281,3.300
1747817577.821813,14.017,1.280,3.243
1747817577.821813,14.017,1.280,3.243
1747817577.841171,14.068,1.279,3.180
1747817577.841171,14.068,1.279,3.180
1747817577.865171,14.131,1.278,3.114
1747817577.865171,14.131,1.278,3.114
1747817577.884732,14.181,1.276,3.056
1747817577.884732,14.181,1.276,3.056
1747817577.903999,14.231,1.275,2.988
1747817577.903999,14.231,1.275,2.988
1747817577.924826,14.285,1.274,2.925
1747817577.924826,14.285,1.274,2.925
1747817577.943954,14.334,1.272,2.862
1747817577.943954,14.334,1.272,2.862
1747817577.964489,14.387,1.271,2.794
1747817577.964489,14.387,1.271,2.794
1747817577.985026,14.440,1.269,2.731
1747817577.985026,14.440,1.269,2.731
1747817578.004947,14.491,1.267,2.668
1747817578.004947,14.491,1.267,2.668
1747817578.025234,14.544,1.266,2.600
1747817578.025234,14.544,1.266,2.600
1747817578.043884,14.591,1.264,2.530
1747817578.043884,14.591,1.264,2.530
1747817578.064837,14.645,1.262,2.462
1747817578.064837,14.645,1.262,2.462
1747817578.086278,14.701,1.260,2.394
1747817578.086278,14.701,1.260,2.394
1747817578.106073,14.752,1.258,2.323
1747817578.106073,14.752,1.258,2.323
1747817578.120987,14.791,1.256,2.253
1747817578.129368,14.813,1.255,2.253
1747817578.140128,14.840,1.254,2.182
1747817578.150317,14.867,1.253,2.182
1747817578.160504,14.893,1.252,2.112
1747817578.176003,14.934,1.250,2.112
1747817578.181076,14.947,1.249,2.041
1747817578.181076,14.947,1.249,2.041
1747817578.200626,14.998,1.247,1.970
1747817578.200626,14.998,1.247,1.970
1747817578.220753,15.050,1.244,1.897
1747817578.237966,15.095,1.242,1.897
1747817578.240860,15.103,1.241,1.827
1747817578.257864,15.147,1.239,1.827
1747817578.260510,15.154,1.239,1.751
1747817578.260510,15.154,1.239,1.751
1747817578.280766,15.207,1.236,1.677
1747817578.280766,15.207,1.236,1.677
1747817578.301032,15.261,1.233,1.605
1747817578.301032,15.261,1.233,1.605
1747817578.321311,15.314,1.229,1.527
1747817578.321311,15.314,1.229,1.527
1747817578.340461,15.365,1.226,1.451
1747817578.340461,15.365,1.226,1.451
1747817578.361326,15.420,1.223,1.376
1747817578.361326,15.420,1.223,1.376
1747817578.380870,15.473,1.220,1.299
1747817578.380870,15.473,1.220,1.299
1747817578.406775,15.542,1.215,1.221
1747817578.406775,15.542,1.215,1.221
1747817578.426163,15.595,1.212,1.144
1747817578.426163,15.595,1.212,1.144
1747817578.446157,15.649,1.208,1.065
1747817578.446157,15.649,1.208,1.065
1747817578.465525,15.701,1.204,0.989
1747817578.465525,15.701,1.204,0.989
1747817578.486875,15.760,1.200,0.909
1747817578.486875,15.760,1.200,0.909
1747817578.506651,15.814,1.197,0.836
1747817578.506651,15.814,1.197,0.836
1747817578.530056,15.879,1.192,0.758
1747817578.530056,15.879,1.192,0.758
1747817578.550001,15.934,1.188,0.682
1747817578.550001,15.934,1.188,0.682
1747817578.569421,15.989,1.184,0.608
1747817578.580269,16.019,1.182,0.528
1747817578.588464,16.042,1.180,0.528
1747817578.600419,16.075,1.178,0.452
1747817578.608968,16.099,1.176,0.452
1747817578.608968,16.099,1.176,0.452
1747817578.627991,16.153,1.172,0.377
1747817578.640255,16.188,1.170,0.295
1747817578.640255,16.188,1.170,0.295
1747817578.660589,16.245,1.166,0.219
1747817578.660589,16.245,1.166,0.219
1747817578.680893,16.303,1.162,0.143
1747817578.680893,16.303,1.162,0.143
1747817578.700788,16.360,1.157,0.066
1747817578.700788,16.360,1.157,0.066
1747817578.720246,16.416,1.153,-0.010
1747817578.720246,16.416,1.153,-0.010
1747817578.740475,16.474,1.149,-0.085
1747817578.740475,16.474,1.149,-0.085
1747817578.760775,16.532,1.145,-0.156
1747817578.760775,16.532,1.145,-0.156
1747817578.781252,16.592,1.141,-0.223
1747817578.781252,16.592,1.141,-0.223
1747817578.801377,16.650,1.137,-0.295
1747817578.801377,16.650,1.137,-0.295
1747817578.821266,16.708,1.133,-0.362
1747817578.821266,16.708,1.133,-0.362
1747817578.841146,16.766,1.128,-0.430
1747817578.841146,16.766,1.128,-0.430
1747817578.860810,16.823,1.124,-0.496
1747817578.866118,16.838,1.123,-0.496
1747817578.880156,16.879,1.120,-0.561
1747817578.885703,16.896,1.119,-0.561
1747817578.900519,16.939,1.116,-0.629
1747817578.904665,16.951,1.115,-0.629
1747817578.921161,16.999,1.112,-0.695
1747817578.926090,17.013,1.111,-0.695
1747817578.940743,17.056,1.108,-0.757
1747817578.948015,17.077,1.107,-0.757
1747817578.961206,17.116,1.104,-0.823
1747817578.968390,17.137,1.103,-0.823
1747817578.980236,17.171,1.100,-0.891
1747817578.980236,17.171,1.100,-0.891
1747817579.000657,17.231,1.096,-0.950
1747817579.000657,17.231,1.096,-0.950
1747817579.021101,17.290,1.092,-1.015
1747817579.021101,17.290,1.092,-1.015
1747817579.040791,17.347,1.089,-1.069
1747817579.040791,17.347,1.089,-1.069
1747817579.061322,17.406,1.085,-1.115
1747817579.061322,17.406,1.085,-1.115
1747817579.080450,17.460,1.081,-1.189
1747817579.080450,17.460,1.081,-1.189
1747817579.101746,17.520,1.077,-1.241
1747817579.101746,17.520,1.077,-1.241
1747817579.123003,17.580,1.073,-1.285
1747817579.123003,17.580,1.073,-1.285
1747817579.140743,17.630,1.070,-1.330
1747817579.146415,17.646,1.069,-1.330
1747817579.161287,17.689,1.066,-1.367
1747817579.171694,17.718,1.064,-1.367
1747817579.180807,17.744,1.063,-1.414
1747817579.192244,17.776,1.061,-1.414
1747817579.200383,17.799,1.059,-1.457
1747817579.212761,17.834,1.057,-1.457
1747817579.220787,17.857,1.056,-1.498
1747817579.234660,17.896,1.053,-1.498
1747817579.240205,17.912,1.052,-1.535
1747817579.254883,17.953,1.050,-1.535
1747817579.260499,17.969,1.049,-1.582
1747817579.260499,17.969,1.049,-1.582
1747817579.280141,18.024,1.045,-1.631
1747817579.280141,18.024,1.045,-1.631
1747817579.300449,18.081,1.042,-1.676
1747817579.315806,18.125,1.039,-1.676
1747817579.320736,18.138,1.038,-1.725
1747817579.334927,18.178,1.036,-1.725
1747817579.340920,18.195,1.035,-1.768
1747817579.340920,18.195,1.035,-1.768
1747817579.361136,18.252,1.031,-1.812
1747817579.361136,18.252,1.031,-1.812
1747817579.382237,18.312,1.027,-1.862
1747817579.382237,18.312,1.027,-1.862
1747817579.401399,18.366,1.024,-1.913
1747817579.401399,18.366,1.024,-1.913
1747817579.421083,18.421,1.021,-1.959
1747817579.421083,18.421,1.021,-1.959
1747817579.441275,18.477,1.017,-2.003
1747817579.441275,18.477,1.017,-2.003
1747817579.463177,18.538,1.013,-2.040
1747817579.463177,18.538,1.013,-2.040
1747817579.483204,18.594,1.010,-2.085
1747817579.483204,18.594,1.010,-2.085
1747817579.504828,18.653,1.006,-2.122
1747817579.504828,18.653,1.006,-2.122
1747817579.525413,18.709,1.002,-2.152
1747817579.525413,18.709,1.002,-2.152
1747817579.540199,18.749,1.000,-2.181
1747817579.547944,18.770,0.998,-2.181
1747817579.560315,18.803,0.996,-2.211
1747817579.568545,18.825,0.995,-2.211
1747817579.580556,18.857,0.993,-2.231
1747817579.587897,18.877,0.992,-2.231
1747817579.600716,18.911,0.989,-2.260
1747817579.608716,18.932,0.988,-2.260
1747817579.627207,18.980,0.985,-2.285
1747817579.627207,18.980,0.985,-2.285
1747817579.646880,19.032,0.981,-2.305
1747817579.646880,19.032,0.981,-2.305
1747817579.666506,19.083,0.978,-2.338
1747817579.666506,19.083,0.978,-2.338
1747817579.687430,19.137,0.975,-2.365
1747817579.687430,19.137,0.975,-2.365
1747817579.700246,19.171,0.972,-2.392
1747817579.711171,19.199,0.970,-2.392
1747817579.720891,19.224,0.969,-2.432
1747817579.736824,19.265,0.966,-2.432
1747817579.740225,19.274,0.965,-2.463
1747817579.757573,19.319,0.962,-2.463
1747817579.760441,19.327,0.962,-2.497
1747817579.760441,19.327,0.962,-2.497
1747817579.781997,19.382,0.958,-2.542
1747817579.781997,19.382,0.958,-2.542
1747817579.803610,19.438,0.954,-2.577
1747817579.803610,19.438,0.954,-2.577
1747817579.825867,19.496,0.950,-2.615
1747817579.825867,19.496,0.950,-2.615
1747817579.840735,19.535,0.947,-2.657
1747817579.849766,19.559,0.946,-2.657
1747817579.861030,19.589,0.944,-2.694
1747817579.870933,19.615,0.942,-2.694
1747817579.880357,19.639,0.940,-2.732
1747817579.891493,19.669,0.938,-2.732
1747817579.900797,19.693,0.936,-2.768
1747817579.911927,19.722,0.934,-2.768
1747817579.921304,19.747,0.932,-2.799
1747817579.934001,19.781,0.930,-2.799
